carat,cut,color,clarity,depth,table,x,y,z,price
0.33,Ideal,E,VS2,,56.0,4.4,4.45,2.75,723
0.58,Very Good,J,SI1,62.1,57.0,5.35,5.41,3.34,1095
0.23,Ideal,G,IF,61.7,55.0,3.94,3.98,2.44,536
1.28,Ideal,G,VS2,62.2,57.0,6.99,6.94,4.33,8774
1.01,Good,G,SI2,63.8,53.0,6.41,6.31,4.06,4185
0.55,Premium,E,VS2,58.1,62.0,5.46,5.38,3.15,1708
0.41,Ideal,D,VVS1,,56.0,4.77,4.74,2.98,1413
1.2,Ideal,G,VS1,62.4,57.0,6.8,6.78,4.24,8701
0.36,Ideal,D,VS2,61.6,56.0,4.55,4.57,2.81,852
1.01,Very Good,G,VS1,60.5,60.0,6.44,6.52,3.92,6239
0.7,Very Good,D,SI1,61.8,55.0,5.73,5.76,3.55,2726
0.47,Very Good,F,VVS2,62.1,56.0,4.96,4.99,3.09,1616
1.01,Very Good,D,SI1,62.9,58.0,6.33,6.38,4.0,5731
0.71,Ideal,E,VS2,61.7,56.0,5.73,5.75,3.54,2709
1.0,Good,E,VVS1,63.4,59.0,6.27,6.24,4.0,8359
0.42,Premium,E,VS1,59.5,59.0,4.86,4.88,2.9,1105
1.11,Ideal,E,VVS2,62.9,55.0,6.56,6.62,4.14,11074
1.5,Premium,I,VS2,61.4,58.0,7.28,7.24,4.46,11655
0.72,Ideal,E,SI1,62.6,56.0,5.7,5.73,3.58,2907
0.4,Premium,F,VS2,60.7,60.0,4.8,4.75,2.9,1080
0.53,Ideal,G,SI1,62.7,55.0,5.15,5.19,3.24,1308
1.5,Premium,E,VS2,59.4,62.0,7.48,7.4,4.42,12587
1.12,Ideal,F,SI2,61.6,57.0,6.68,6.66,4.11,4720
1.31,Good,H,SI2,,57.0,6.9,6.84,4.41,5429
1.05,Very Good,E,SI2,63.2,59.0,6.43,6.36,4.04,4281
0.39,Ideal,G,VS1,61.3,56.0,4.68,4.71,2.88,752
1.6,Ideal,J,VS1,62.0,53.0,7.57,7.56,4.69,10011
0.7,Premium,E,SI1,59.7,60.0,5.81,5.79,3.46,2394
1.33,Premium,E,SI2,62.5,58.0,6.99,7.03,4.38,6963
0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96,3278
0.41,Very Good,E,SI1,63.2,58.0,4.72,4.68,2.97,904
0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,982
0.33,Ideal,D,VS2,62.1,55.0,4.46,4.43,2.76,1002
0.52,Ideal,F,VS1,62.1,56.0,5.14,5.2,3.2,1767
0.45,Ideal,D,SI2,62.0,55.0,4.92,4.95,3.06,706
1.13,Premium,H,SI1,60.9,59.0,6.79,6.7,4.11,5050
0.51,Very Good,F,VVS2,60.8,56.0,5.18,5.21,3.16,2054
0.34,Ideal,D,VS2,61.6,55.0,4.48,4.54,2.78,687
0.4,Ideal,E,VVS1,61.5,56.0,4.75,4.78,2.93,1333
0.4,Ideal,F,VS2,62.0,57.0,4.74,4.68,2.92,1080
0.7,Very Good,E,SI2,62.6,55.0,5.62,5.69,3.54,2263
1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,6793
1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,13333
1.5,Ideal,I,VS2,62.6,55.0,7.39,7.31,4.6,9408
1.1,Ideal,G,VS2,60.9,56.0,6.68,6.79,4.1,6939
1.0,Good,J,SI1,63.9,60.0,6.26,6.19,3.98,3679
0.33,Ideal,E,VS1,60.2,57.0,4.52,4.48,2.71,1002
0.7,Good,I,SI2,63.4,59.0,5.66,5.57,3.56,1699
0.3,Ideal,F,VS1,62.4,56.0,4.3,4.32,2.68,673
1.5,Very Good,I,VVS2,59.7,60.0,7.46,7.62,4.5,10551
0.51,Very Good,D,VS2,63.1,56.0,5.06,5.12,3.21,1658
0.37,Ideal,G,VS1,61.9,54.0,4.62,4.68,2.88,741
1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,6794
1.02,Very Good,F,VS2,63.3,58.0,6.36,6.38,4.03,6007
0.5,Ideal,E,VS1,61.7,57.0,5.11,5.13,3.16,2192
0.3,Premium,E,SI1,60.6,58.0,4.34,4.3,2.62,675
0.25,Ideal,H,SI1,62.8,54.0,4.05,4.07,2.55,357
1.15,Premium,I,SI1,62.2,59.0,6.75,6.68,4.18,4830
0.72,Ideal,E,SI1,61.3,56.0,5.77,5.81,3.55,2731
1.74,Very Good,H,I1,63.2,55.0,7.62,7.59,4.8,4677
1.01,Premium,G,VS2,59.0,61.0,6.62,6.56,3.89,5946
0.54,Premium,G,SI1,61.1,60.0,5.24,5.2,3.19,1340
0.57,Premium,F,VS1,61.3,54.0,5.41,5.35,3.3,1815
0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,3360
0.56,Ideal,F,VVS1,62.1,56.0,5.29,5.3,3.29,2510
0.71,Good,E,SI1,58.4,61.0,5.85,5.93,3.44,2573
0.4,Very Good,H,VVS1,62.9,56.0,4.69,4.72,2.96,954
1.52,Ideal,H,VS2,62.4,58.0,7.3,7.37,4.58,11272
0.52,Ideal,D,VS2,62.1,57.0,5.13,5.17,3.2,1774
0.55,Premium,F,SI1,60.7,57.0,5.3,5.27,3.21,1415
0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,1708
0.92,Premium,E,SI1,62.2,58.0,6.23,6.18,3.86,4482
0.71,Ideal,H,SI2,61.5,56.0,5.71,5.74,3.52,2122
0.3,Very Good,E,VS2,62.8,56.0,4.28,4.32,2.7,658
0.71,Ideal,F,SI1,62.7,55.0,5.65,5.74,3.57,2346
1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4719
0.35,Ideal,G,VS2,61.6,54.0,4.55,4.58,2.81,563
1.02,Very Good,H,SI1,58.4,62.0,6.55,6.61,3.84,4518
1.2,Ideal,E,VVS2,62.2,57.0,6.81,6.77,4.22,11839
0.71,Very Good,D,VS1,62.0,61.0,5.71,5.74,3.55,3420
0.38,Ideal,E,VS1,62.7,55.0,4.65,4.6,2.9,1069
2.0,Good,H,SI1,63.3,59.0,7.96,8.03,5.06,17600
0.31,Ideal,G,VS2,61.1,57.0,4.37,4.4,2.68,562
1.4,Premium,J,SI1,62.9,59.0,7.16,7.07,4.48,4939
0.41,Ideal,G,VS1,59.8,57.0,4.81,4.86,2.89,899
0.31,Very Good,E,SI1,60.1,61.0,4.35,4.4,2.63,544
0.5,Good,D,SI2,58.5,64.0,5.2,5.12,3.02,958
1.5,Very Good,J,VVS2,61.5,60.0,7.27,7.31,4.48,8712
0.41,Premium,D,SI2,62.0,58.0,4.74,4.78,2.95,683
1.52,Ideal,I,VS2,61.3,56.0,7.44,7.41,4.55,9278
0.7,Good,F,SI1,63.1,56.0,5.63,5.66,3.56,2127
0.71,Ideal,F,VS2,61.2,56.0,5.73,5.77,3.52,2891
2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,15751
0.41,Ideal,G,SI2,60.9,56.0,4.84,4.81,2.94,810
0.4,Premium,F,VVS2,60.7,58.0,4.7,4.75,2.87,1088
0.52,Ideal,F,VS2,61.2,56.0,5.19,5.37,3.2,1625
1.1,Ideal,G,VS2,61.9,57.0,6.63,6.57,4.09,7540
0.9,Ideal,D,SI2,60.8,56.0,6.24,6.26,3.8,4241
1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,10341
0.71,Premium,E,SI2,62.7,59.0,5.7,5.66,3.56,2343
1.52,Premium,H,VS1,61.4,58.0,7.3,7.44,4.55,11516
0.32,Very Good,H,VS2,62.8,55.0,4.38,4.41,2.76,505
0.54,Good,D,SI2,63.2,57.0,5.16,5.19,3.27,1249
0.35,Premium,G,IF,59.1,59.0,4.62,4.59,2.72,1116
1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4065
0.31,Premium,H,VVS1,60.6,59.0,4.36,4.38,2.65,707
0.9,Ideal,D,SI2,60.9,57.0,6.2,6.24,3.79,3798
1.01,Premium,G,VVS2,60.7,58.0,6.52,6.49,3.95,7862
0.74,Premium,G,VS2,60.2,60.0,5.84,5.82,3.51,2621
1.05,Premium,H,VS2,62.7,59.0,6.43,6.49,4.05,5370
0.3,Good,I,SI1,63.4,57.0,4.23,4.25,2.69,394
0.54,Ideal,E,SI2,62.7,57.0,5.2,5.23,3.27,1111
1.51,Very Good,G,VS1,60.2,63.0,7.36,7.39,4.44,12317
0.39,Premium,E,VS1,59.6,60.0,4.72,4.75,2.82,1026
0.44,Premium,G,SI1,61.1,59.0,4.9,4.86,2.98,990
0.7,Very Good,G,VS2,62.5,54.0,5.63,5.69,3.54,2562
1.01,Premium,E,SI2,,60.0,6.49,6.46,3.91,4878
0.73,Ideal,H,IF,62.2,54.0,5.76,5.82,3.6,3301
0.39,Ideal,G,SI2,60.9,56.0,4.78,4.74,2.9,716
0.51,Ideal,F,VS2,61.9,55.0,5.11,5.15,3.18,1591
0.31,Ideal,E,VS2,61.8,55.0,4.4,4.37,2.71,872
0.66,Ideal,I,SI1,61.2,57.0,5.6,5.64,3.44,1712
1.06,Ideal,G,VS1,61.7,55.0,6.53,6.56,4.04,8093
1.38,Ideal,H,VS1,63.6,56.0,7.05,7.0,4.47,8037
2.09,Very Good,H,SI1,61.1,56.0,8.23,8.3,5.05,18392
1.22,Ideal,H,SI1,62.2,56.0,6.84,6.89,4.27,6541
0.35,Ideal,F,VS2,61.4,55.0,4.6,4.55,2.81,906
0.52,Very Good,E,VS2,,56.0,5.12,5.08,3.23,1670
0.5,Ideal,G,VS2,62.6,57.0,5.11,5.05,3.18,1424
0.72,Ideal,F,SI2,62.0,57.0,5.68,5.64,3.51,1743
0.31,Ideal,E,VS2,61.5,56.0,4.34,4.37,2.68,680
1.03,Ideal,G,SI1,62.4,57.0,6.47,6.52,4.05,4679
2.03,Ideal,F,SI2,61.6,55.0,8.19,8.14,5.03,18578
0.72,Good,H,SI2,65.8,59.0,5.51,5.58,3.65,1945
0.71,Very Good,H,VVS1,62.7,57.0,5.66,5.72,3.57,2938
0.31,Ideal,G,VVS2,61.8,56.0,4.37,4.4,2.71,687
1.23,Premium,G,VS1,61.3,58.0,6.87,6.89,4.22,8759
1.0,Premium,F,I1,58.9,60.0,6.6,6.55,3.87,2841
1.0,Very Good,E,SI1,63.5,61.0,6.33,6.24,3.99,5174
0.49,Premium,D,SI1,61.3,57.0,5.21,5.02,3.14,1444
0.35,Very Good,H,VVS2,63.0,55.0,4.48,4.5,2.83,706
0.38,Premium,D,SI2,62.1,55.0,4.65,4.62,2.88,812
0.33,Ideal,F,VVS2,60.7,57.0,4.48,4.51,2.73,824
0.33,Ideal,G,IF,61.0,55.0,4.49,4.52,2.75,946
1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,4234
0.51,Ideal,F,SI1,61.1,55.0,5.22,5.16,3.17,1593
0.61,Ideal,H,VVS1,60.3,56.0,5.52,5.55,3.34,2237
0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,755
0.41,Ideal,F,VVS1,60.7,56.0,4.81,4.85,2.93,1295
0.33,Very Good,G,VVS2,63.0,57.0,4.38,4.42,2.77,752
0.35,Ideal,G,SI1,61.8,55.0,4.54,4.56,2.81,503
0.7,Very Good,F,SI2,62.8,56.0,5.64,5.69,3.56,2092
0.71,Very Good,J,SI1,61.0,61.0,5.66,5.71,3.47,1760
0.43,Very Good,D,VS2,59.1,58.0,4.92,4.96,2.92,931
1.6,Very Good,I,SI2,62.2,59.0,7.42,7.46,4.63,7906
1.19,Very Good,H,VS1,62.4,59.0,6.73,6.79,4.22,7147
0.42,Ideal,H,VS1,62.4,57.0,4.76,4.79,2.98,847
0.87,Ideal,H,SI2,63.0,57.0,6.07,6.02,3.81,2307
1.23,Premium,G,SI1,62.4,55.0,6.89,6.83,4.28,6750
1.35,Ideal,J,VS2,61.4,57.0,7.13,7.1,4.37,5969
1.01,Good,H,SI1,59.5,62.0,6.49,6.55,3.88,5197
0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35,2373
1.19,Ideal,G,SI1,62.3,55.0,6.76,6.81,4.23,6335
3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,16970
0.55,Good,F,SI1,64.3,57.9,5.16,5.21,3.33,1400
0.41,Very Good,E,VS2,62.5,56.0,4.75,4.79,2.98,960
1.5,Premium,G,VS1,62.7,58.0,7.25,7.3,4.56,14105
0.52,Premium,G,SI2,61.4,56.0,5.27,5.18,3.2,1235
0.97,Premium,D,SI2,60.4,61.0,6.4,6.37,3.86,3585
1.5,Premium,H,SI2,62.3,59.0,7.27,7.21,4.52,7291
1.02,Very Good,D,SI2,61.5,56.0,6.47,6.51,3.99,4633
0.54,Ideal,H,VVS1,61.1,57.0,5.22,5.26,3.2,1846
0.73,Very Good,E,VS2,61.5,58.0,5.71,5.8,3.54,3307
0.33,Ideal,F,VS2,61.3,56.0,4.47,4.43,2.73,854
0.34,Premium,F,VS1,61.5,55.0,4.58,4.49,2.79,1020
0.7,Premium,E,SI1,62.4,60.0,5.72,5.63,3.54,2194
0.32,Ideal,D,SI2,62.4,54.0,4.4,4.38,2.74,612
0.3,Ideal,E,IF,61.1,57.0,4.31,4.33,2.64,957
1.24,Ideal,G,VS2,62.1,56.0,6.87,6.91,4.28,8504
0.61,Ideal,G,SI1,61.4,56.0,5.46,5.49,3.36,1659
0.35,Premium,H,VS2,59.6,62.0,4.62,4.57,2.74,709
0.27,Very Good,E,VVS2,60.9,58.0,4.14,4.17,2.53,620
1.01,Premium,G,SI2,61.5,58.0,6.51,6.44,3.98,3461
0.37,Premium,F,SI1,,59.0,4.61,4.57,2.86,791
0.36,Premium,E,SI2,61.5,58.0,4.56,4.61,2.82,505
1.01,Very Good,F,SI1,63.0,57.0,6.36,6.4,4.02,4549
0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,1352
0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1928
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,906
0.3,Very Good,E,VS1,63.0,57.0,4.25,4.29,2.69,568
0.4,Very Good,G,SI1,63.1,56.0,4.75,4.72,2.99,840
0.51,Ideal,D,VVS2,61.3,57.0,5.17,5.14,3.16,2742
0.5,Very Good,F,VS2,60.8,61.0,5.04,5.09,3.08,1357
1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,11523
0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,776
0.95,Ideal,E,VS1,61.5,57.0,6.28,6.3,3.87,5983
0.54,Premium,G,SI1,61.1,57.0,5.27,5.21,3.2,1241
0.24,Very Good,D,VVS2,61.3,58.0,3.99,4.03,2.46,485
2.5,Ideal,J,SI2,64.0,55.0,8.56,8.48,5.46,14502
0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65,770
1.04,Premium,F,VS2,61.9,58.0,6.55,6.51,4.04,6908
0.8,Premium,J,SI1,58.4,59.0,6.12,6.04,3.55,2016
0.4,Ideal,E,SI1,60.5,57.0,4.77,4.81,2.9,737
0.91,Premium,G,SI1,61.8,60.0,6.21,6.18,3.83,3975
0.41,Good,F,VVS2,59.2,63.0,4.82,4.87,2.87,1150
1.23,Ideal,J,VS2,61.8,56.0,6.87,6.81,4.23,4986
0.28,Ideal,D,VVS1,61.7,57.0,4.2,4.23,2.6,608
0.4,Ideal,E,VVS2,61.5,56.0,4.74,4.79,2.93,1158
3.01,Good,I,SI2,63.9,60.0,9.06,9.01,5.77,18242
0.31,Ideal,D,SI1,62.9,57.0,4.32,4.27,2.7,732
1.1,Good,F,SI2,,61.0,6.61,6.67,4.02,4674
1.0,Premium,G,I1,59.0,60.0,6.49,6.43,3.82,2264
0.3,Ideal,D,VS2,62.4,55.0,4.32,4.3,2.69,790
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,544
0.54,Ideal,F,VS2,61.3,57.0,5.29,5.24,3.23,2333
0.43,Good,I,VS2,58.0,57.0,4.96,5.01,2.89,696
0.38,Ideal,D,VS1,61.8,54.0,4.67,4.71,2.9,983
1.42,Ideal,I,VS2,62.9,57.0,7.21,7.07,4.49,6069
0.35,Very Good,H,SI1,63.3,54.0,4.53,4.51,2.86,647
0.43,Ideal,G,VVS2,60.9,57.0,4.9,4.85,2.97,1129
0.31,Very Good,G,VVS1,62.5,57.0,4.3,4.4,2.72,816
1.01,Very Good,D,SI2,63.5,61.0,6.37,6.33,4.03,4538
0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65,617
0.32,Ideal,D,VVS2,62.1,54.0,4.4,4.4,2.74,858
0.32,Premium,I,VVS2,60.7,59.0,4.4,4.43,2.68,561
2.0,Good,I,SI2,64.2,52.0,7.91,7.88,5.07,11400
1.07,Ideal,H,VVS2,61.3,57.0,6.6,6.62,4.05,7821
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,7140
0.72,Premium,H,SI1,59.9,58.0,5.85,5.81,3.49,2334
0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1637
0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,1140
0.91,Fair,E,SI2,64.5,60.0,6.04,5.96,3.87,3119
1.02,Premium,H,VS2,60.0,58.0,6.56,6.5,3.92,4958
0.34,Ideal,H,VVS2,60.9,55.0,4.52,4.54,2.75,652
1.02,Ideal,F,VS1,62.0,57.0,6.49,6.44,4.01,8637
0.31,Good,E,SI1,63.1,55.0,4.33,4.36,2.74,544
0.5,Good,F,VS2,58.8,64.0,5.21,5.16,3.05,1433
1.21,Ideal,G,VS2,61.1,57.0,6.95,6.85,4.22,7996
0.34,Premium,H,VS2,61.3,60.0,4.53,4.47,2.76,689
0.44,Ideal,D,VS1,61.6,56.0,4.92,4.85,3.01,1294
0.3,Ideal,E,VVS1,61.1,56.0,4.38,4.36,2.67,982
0.93,Premium,F,SI1,62.5,58.0,6.19,6.22,3.88,4081
0.4,Premium,G,VVS1,60.3,58.0,4.83,4.79,2.9,1155
1.03,Ideal,F,VS2,62.3,56.0,6.52,6.49,4.05,6922
1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,18102
0.42,Premium,H,VVS1,62.0,58.0,4.79,4.82,2.98,1068
0.31,Ideal,D,VS2,62.6,56.0,4.36,4.33,2.72,942
1.06,Ideal,E,SI1,58.8,57.0,6.71,6.66,3.93,5877
1.11,Ideal,I,SI1,61.9,55.0,6.65,6.66,4.12,5329
1.26,Premium,J,SI1,61.7,58.0,6.99,6.91,4.29,5207
0.71,Premium,H,IF,62.9,60.0,5.74,5.67,3.59,3349
0.26,Ideal,E,VVS1,61.7,56.0,4.11,4.09,2.53,814
0.56,Fair,E,VS2,64.7,60.0,5.13,5.14,3.32,1737
0.63,Very Good,G,VS1,59.9,57.0,5.57,5.62,3.35,2241
1.68,Ideal,E,SI2,60.4,55.0,7.79,7.7,4.68,11888
0.4,Premium,E,VS2,62.2,59.0,4.74,4.71,2.94,975
1.53,Premium,G,VVS2,62.5,60.0,7.31,7.34,4.58,15365
1.05,Ideal,F,SI1,60.6,59.0,6.51,6.56,3.96,5586
0.3,Good,I,SI1,63.2,55.0,4.25,4.29,2.7,405
0.7,Ideal,I,VVS2,62.1,56.0,5.68,5.72,3.54,2367
0.43,Premium,D,VS2,60.2,59.0,4.92,4.88,2.95,1129
1.01,Ideal,I,VVS1,61.7,56.0,6.42,6.47,3.98,5478
1.03,Ideal,H,VS1,61.5,57.0,6.49,6.45,3.98,4874
1.5,Ideal,F,VS2,60.3,57.0,7.42,7.33,4.45,12641
1.01,Good,E,SI2,60.2,60.0,6.37,6.42,3.85,4566
0.94,Ideal,G,VVS1,62.4,58.0,6.22,6.27,3.9,6488
0.3,Ideal,H,SI1,62.0,58.0,4.25,4.33,2.66,407
1.2,Good,G,VS2,57.8,59.0,7.06,7.0,4.06,8032
0.51,Very Good,D,VS2,63.2,60.0,5.04,5.06,3.19,1633
0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,1882
0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3502
0.85,Premium,G,SI2,62.0,58.0,6.08,6.04,3.76,2444
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3699
2.17,Fair,G,I1,55.6,62.0,8.75,8.69,4.8,6817
0.4,Ideal,J,VS1,61.5,58.0,4.73,4.76,2.92,633
2.0,Fair,J,SI1,66.4,55.0,7.82,7.67,5.15,11189
0.6,Premium,F,SI2,58.9,59.0,5.55,5.52,3.26,1378
0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1588
1.01,Very Good,F,SI1,60.7,58.0,6.4,6.51,3.92,5248
1.51,Fair,I,VS2,64.6,58.0,7.19,7.15,4.63,8287
0.58,Ideal,E,SI2,62.7,56.0,5.29,5.34,3.33,1234
1.05,Premium,G,VS2,62.5,55.0,6.59,6.54,4.1,5927
1.09,Ideal,H,VS2,61.4,57.0,6.61,6.65,4.07,6419
1.01,Ideal,F,VS2,61.2,58.0,6.45,6.43,3.94,7409
0.28,Ideal,F,IF,61.9,56.0,4.18,4.21,2.59,787
0.52,Ideal,D,SI1,63.0,57.0,5.14,5.12,3.23,1605
0.33,Premium,H,VS1,59.5,59.0,4.48,4.53,2.68,579
0.8,Premium,J,VS2,62.7,61.0,5.89,5.84,3.68,2045
0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66,729
1.52,Ideal,I,VS1,60.7,60.0,7.4,7.42,4.5,10392
0.74,Ideal,G,VVS1,62.1,54.0,5.8,5.83,3.61,3537
1.08,Ideal,H,VS2,61.8,56.0,6.59,6.55,4.06,5625
0.7,Very Good,G,VS2,62.7,57.0,5.65,5.7,3.56,2507
1.02,Very Good,F,VS1,61.9,59.0,6.38,6.44,3.97,7257
0.43,Ideal,D,VS1,61.9,55.0,4.85,4.87,3.01,1207
0.41,Ideal,E,SI1,62.5,55.0,4.73,4.77,2.97,755
0.34,Premium,E,SI1,61.8,58.0,4.5,4.47,2.77,765
0.55,Good,H,SI1,63.6,55.0,5.18,5.23,3.31,1175
0.33,Premium,G,VVS1,61.5,59.0,4.46,4.42,2.73,1040
1.21,Good,I,VS2,64.1,61.0,6.7,6.66,4.28,5028
0.3,Ideal,J,VS2,62.1,56.0,4.29,4.34,2.68,384
0.6,Ideal,D,VVS2,61.9,55.0,5.41,5.45,3.36,3382
1.2,Very Good,J,SI2,61.8,60.0,6.76,6.83,4.2,4580
0.71,Very Good,F,SI1,62.1,58.0,5.64,5.72,3.53,2221
0.33,Premium,G,VS2,60.0,58.0,4.47,4.49,2.69,579
0.32,Good,I,SI1,63.9,55.0,4.34,4.36,2.78,432
1.21,Ideal,H,VS2,62.8,55.0,6.79,6.74,4.25,5882
0.94,Very Good,F,SI2,62.4,58.0,6.17,6.23,3.87,3518
0.31,Premium,G,VS2,61.7,58.0,4.32,4.34,2.67,544
0.31,Ideal,G,IF,61.0,56.0,4.37,4.38,2.67,924
1.01,Very Good,F,VS2,62.9,55.0,6.36,6.42,4.02,7411
0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,571
1.3,Ideal,F,VS2,62.2,56.0,6.98,6.94,4.33,10090
0.7,Good,I,SI1,64.3,57.0,5.63,5.59,3.61,2142
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,625
0.53,Ideal,G,VS1,61.7,55.0,5.18,5.22,3.21,1607
0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,2858
1.05,Fair,F,SI2,66.0,60.0,6.3,6.22,4.13,3615
0.41,Ideal,F,VS1,61.3,55.0,4.83,4.79,2.95,1076
1.08,Ideal,G,SI1,61.4,56.0,6.62,6.6,4.06,4771
0.7,Very Good,E,VVS2,61.5,58.0,5.67,5.71,3.5,3429
0.72,Ideal,F,VVS2,60.9,56.0,5.83,5.77,3.53,3780
0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,9636
1.0,Ideal,G,VVS2,62.8,57.0,6.37,6.43,4.02,7979
0.91,Good,G,SI1,57.7,58.0,6.33,6.4,3.67,5394
0.53,Ideal,F,VS1,61.6,55.0,5.21,5.24,3.22,1619
0.5,Good,F,VS2,62.9,54.9,5.08,5.12,3.21,1615
0.4,Very Good,F,SI1,,58.0,4.72,4.69,2.98,882
0.7,Very Good,E,SI1,63.5,58.0,5.65,5.62,3.58,2592
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,11368
0.24,Ideal,F,VVS2,62.1,56.0,3.96,3.99,2.46,678
0.56,Ideal,G,VS1,61.2,54.0,5.36,5.32,3.27,1890
0.33,Premium,H,VS2,61.4,58.0,4.49,4.44,2.74,668
0.52,Ideal,G,VS1,61.9,55.0,5.16,5.18,3.2,1722
0.7,Premium,F,SI1,60.8,59.0,5.73,5.71,3.48,2023
0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,2199
1.02,Ideal,E,SI2,62.1,55.0,6.51,6.4,4.01,4798
0.5,Ideal,D,VS2,62.8,56.0,5.08,5.04,3.18,1845
1.2,Ideal,G,SI1,62.2,58.0,6.77,6.84,4.23,6741
0.73,Ideal,E,VVS2,62.0,57.0,5.79,5.73,3.57,3714
2.0,Premium,I,VS2,58.5,61.0,8.28,8.19,4.82,14763
0.36,Premium,J,SI1,61.6,60.0,4.58,4.54,2.81,527
0.47,Good,E,VVS1,64.0,62.0,4.9,4.97,3.16,1690
1.12,Good,H,SI1,59.8,61.0,6.72,6.85,4.06,5094
1.1,Ideal,I,VS1,62.3,55.0,6.64,6.6,4.12,5864
1.01,Good,E,VS2,62.6,58.0,6.33,6.36,3.97,6221
0.7,Premium,E,VS2,60.7,62.0,5.72,5.68,3.46,2822
0.91,Very Good,E,SI2,63.2,56.0,6.08,6.14,3.86,4668
0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,3669
0.37,Premium,D,SI1,62.2,58.0,4.62,4.58,2.86,874
1.11,Ideal,G,VS1,62.1,57.0,6.61,6.63,4.11,7917
0.52,Premium,E,SI1,59.8,61.0,5.2,5.17,3.1,1577
0.42,Ideal,D,SI1,62.0,55.0,4.83,4.84,3.0,810
0.84,Premium,E,VS2,62.4,60.0,6.04,5.98,3.75,3528
1.7,Premium,H,SI1,61.8,61.0,7.59,7.52,4.67,11848
1.27,Premium,G,SI1,61.4,59.0,6.98,6.94,4.27,7133
1.53,Ideal,E,SI2,61.0,55.0,7.44,7.5,4.55,10698
1.4,Premium,E,SI2,62.4,57.0,7.17,7.12,4.46,6147
0.59,Very Good,E,VS2,60.6,60.0,5.44,5.49,3.31,2094
0.71,Very Good,H,VS1,62.8,59.0,5.61,5.7,3.55,2428
1.0,Ideal,F,VS1,61.9,57.0,6.41,6.39,3.96,7526
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,7602
0.31,Ideal,F,VS2,61.9,55.0,4.35,4.31,2.68,802
0.33,Good,E,SI1,63.8,55.0,4.36,4.38,2.79,579
1.06,Ideal,G,SI2,62.3,55.0,6.54,6.49,4.06,3936
0.37,Ideal,I,VS2,61.5,56.0,4.6,4.63,2.84,537
0.72,Ideal,I,VVS2,61.7,55.0,5.71,5.76,3.54,2530
1.01,Good,E,SI1,64.1,62.0,6.19,6.26,3.99,4399
0.59,Very Good,I,VVS1,62.8,58.0,5.3,5.34,3.34,1709
1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5939
0.27,Ideal,G,IF,61.0,56.0,4.17,4.19,2.55,672
1.16,Ideal,D,SI2,62.1,54.0,6.79,6.74,4.2,5898
0.5,Premium,E,VS2,61.1,61.0,5.13,5.11,3.13,1746
0.31,Premium,E,VS2,62.7,58.0,4.31,4.33,2.71,680
